County #,County Name,District #,District Name,2004-2005 ADA,2005-2006 ADA,2006-2007 ADA,2007-2008 ADA,2008-2009 ADA,2009-2010 ADA,2010-2011 ADA,2011-2012 ADA,2012-2013 ADA,2013-2014 ADA,2014-2015 ADA,2015-2016 ADA,2016-2017 ADA,2017-2018 ADA,2018-2019 ADA,2019-2020 ADA,2020-2021 ADA
110,HOCKLEY COUNTY,110908,WHITHARRAL ISD,186.94,170.87,178.35,176.48,175.33,175.1,183.28,181.05,187.68,165.85,176.75,177.29,170.72,173.24,165.2,160.94,166.195
111,HOOD COUNTY,111801,LAKE GRANBURY ACADEMY CHARTER SCHO,,,,,,,,,,,,,,,82.26,81.09,64.803
111,HOOD COUNTY,111901,GRANBURY ISD,6210.25,6330.87,6336.95,6344.5,6350.97,6219.7,6128.79,6137.26,6055.58,6199.6,6349.58,6501.99,6576.55,6609.22,6793.43,6746.31,6817.29
111,HOOD COUNTY,111902,LIPAN ISD,268.84,261.98,267.72,286.28,278.64,269.58,257.2,270.13,286.13,294.01,308.54,330.79,352.71,364.24,409.33,406.28,421.541
111,HOOD COUNTY,111903,TOLAR ISD,546.58,576.05,579.9,571.74,555.65,564.72,591.27,588.78,597.44,634.67,691.82,723.23,741.72,717.05,732.9,729.08,748.677
112,HOPKINS COUNTY,112901,SULPHUR SPRINGS ISD,3860.54,3883.48,3834.56,3760.25,3847.22,3801.86,3846.12,3889.02,3871.92,3951.01,4057.58,4021.7,4087.11,4017.96,4069.91,3931.41,4077.888
112,HOPKINS COUNTY,112905,CUMBY ISD,354.97,381.2,385.1,399.78,395.42,413.72,385.58,365.15,366.08,353.06,341.26,322.62,336.51,345.47,350.55,349.54,379.3
112,HOPKINS COUNTY,112906,NORTH HOPKINS ISD,394.51,399.43,414.62,424.21,412.27,409.13,397.7,406.3,431.63,454.04,446.21,481.2,478.28,470.49,473.91,488.07,515.638
112,HOPKINS COUNTY,112907,MILLER GROVE ISD,224.74,214.07,206.27,213.92,229.08,239.29,230.08,227.19,219.13,222.75,207.17,251.41,270.46,299.29,287.05,305.67,298.397
112,HOPKINS COUNTY,112908,COMO-PICKTON CISD,746.18,767.67,808.32,777.44,763.74,751.21,753.59,716.31,714.09,713.53,694.76,700.66,699.2,696.91,692.68,648.66,654.201
112,HOPKINS COUNTY,112909,SALTILLO ISD,239.79,244.93,238.37,241.25,234.46,240.76,239.01,233.31,245.5,238.74,250.9,245.69,231.51,228.91,230.3,258.77,280.643
112,HOPKINS COUNTY,112910,SULPHUR BLUFF ISD,232.87,216.6,219.11,222.59,224.45,218.8,213.87,204.98,208.47,206.21,199.92,205.23,201.45,206.83,217.21,204.6,200.296
113,HOUSTON COUNTY,113901,CROCKETT ISD,1466.76,1444.78,1389.16,1334.4,1326.01,1308.5,1305.72,1221.42,1166.63,1172.44,1187.68,1183.87,1255.7,1226.57,1218.23,1095.65,1131.16
113,HOUSTON COUNTY,113902,GRAPELAND ISD,529.05,507.19,469.78,468.71,470.52,482.19,463.97,461.31,437.15,453.31,446.17,442.54,454.78,465.38,529.2,531.49,536.059
113,HOUSTON COUNTY,113903,LOVELADY ISD,504.45,510.05,517.66,526.66,511.84,505.72,476.14,459.57,439.63,458.29,472.93,476.42,495.74,510.03,499.27,465.31,477.384
113,HOUSTON COUNTY,113904,CROCKETT STATE SCHOOL,258.0,251.0,245.0,234.22,177.19,120.02,112.87,0.0,,,,,,,,,
113,HOUSTON COUNTY,113905,LATEXO ISD,412.5,414.51,431.4,421.73,416.6,417.4,421.24,458.75,443.27,466.44,482.53,471.94,453.19,428.94,413.01,413.97,421.004
113,HOUSTON COUNTY,113906,KENNARD ISD,341.17,330.29,308.01,299.1,307.03,307.91,293.81,278.43,279.08,275.47,259.72,233.98,243.24,250.34,238.36,217.3,207.625
114,HOWARD COUNTY,114901,BIG SPRING ISD,3538.72,3538.17,3555.34,3603.55,3569.15,3596.87,3609.37,3647.77,3806.16,3831.69,3895.36,3805.09,3640.95,3661.73,3671.56,3549.4,3361.4
114,HOWARD COUNTY,114902,COAHOMA ISD,754.19,730.13,738.07,743.88,778.93,753.61,735.02,756.75,799.58,820.42,833.09,849.77,870.83,922.79,1005.28,998.54,1053.547
114,HOWARD COUNTY,114904,FORSAN ISD,631.82,662.04,651.22,647.87,672.1,652.87,653.59,647.7,642.79,678.52,701.53,703.24,718.66,745.44,733.21,746.63,745.813
115,HUDSPETH COUNTY,115901,FT HANCOCK ISD,553.07,535.42,512.64,464.4,463.39,494.45,493.11,477.49,457.19,448.54,418.36,411.44,384.84,384.12,375.83,364.75,381.262
115,HUDSPETH COUNTY,115902,SIERRA BLANCA ISD,146.36,148.81,143.08,141.73,156.69,159.23,141.7,145.63,142.06,118.13,125.93,119.86,112.42,105.65,102.78,94.71,112.596
115,HUDSPETH COUNTY,115903,DELL CITY ISD,119.26,104.53,93.1,87.57,85.1,88.38,88.6,61.86,59.44,63.56,66.09,67.87,61.64,52.77,60.68,49.4,53.54
116,HUNT COUNTY,116801,PHOENIX CHARTER SCHOOL,229.74,262.37,346.17,393.52,412.73,388.63,436.57,433.82,497.41,540.55,392.36,,,,,,
116,HUNT COUNTY,116901,CADDO MILLS ISD,1168.27,1181.4,1280.58,1320.27,1345.14,1369.23,1416.58,1457.67,1469.59,1481.3,1524.27,1601.68,1620.03,1652.98,1730.81,1794.4,1899.798
116,HUNT COUNTY,116902,CELESTE ISD,482.63,474.88,480.02,487.21,478.14,474.43,453.03,436.6,446.46,427.55,427.82,461.29,473.77,458.1,472.01,458.59,447.414
116,HUNT COUNTY,116903,COMMERCE ISD,1692.57,1638.58,1551.48,1508.34,1487.77,1494.42,1482.66,1487.93,1462.91,1404.16,1439.05,1499.97,1477.33,1399.91,1404.52,1302.63,1408.402
116,HUNT COUNTY,116905,GREENVILLE ISD,4721.17,4723.0,4646.56,4438.5,4352.45,4482.66,4433.74,4385.18,4324.11,4413.45,4407.16,4819.72,4894.48,5009.71,4931.22,4653.11,4830.339
116,HUNT COUNTY,116906,LONE OAK ISD,798.36,814.5,854.15,866.36,877.52,868.63,831.47,884.07,879.48,907.67,934.08,935.54,964.44,975.51,949.77,912.77,915.675
116,HUNT COUNTY,116908,QUINLAN ISD,2521.22,2469.08,2442.11,2387.34,2344.8,2307.52,2334.91,2297.24,2280.32,2343.89,2293.75,2311.66,2382.17,2390.09,2410.4,2319.72,2344.636
116,HUNT COUNTY,116909,WOLFE CITY ISD,564.08,583.2,575.28,561.6,576.37,579.24,581.13,561.28,569.49,577.12,586.43,627.22,622.95,634.45,641.04,617.86,604.906
116,HUNT COUNTY,116910,CAMPBELL ISD,301.51,321.87,335.21,320.47,314.85,364.22,372.01,343.18,334.38,332.35,340.19,328.03,317.98,300.29,272.48,259.79,261.075
116,HUNT COUNTY,116915,BLAND ISD,523.75,549.06,527.92,536.92,538.93,559.22,554.3,557.14,577.57,567.58,555.53,576.97,623.48,645.81,679.88,670.51,684.841
116,HUNT COUNTY,116916,BOLES ISD,490.67,475.22,472.09,488.98,490.95,495.98,483.06,467.38,475.67,480.28,462.85,474.32,490.52,487.11,503.57,476.14,463.178
117,HUTCHINSON COUNTY,117901,BORGER ISD,2573.34,2615.93,2571.01,2473.04,2529.47,2537.67,2514.93,2546.96,2507.09,2524.61,2480.53,2470.07,2487.19,2424.56,2383.73,2292.11,2216.87
117,HUTCHINSON COUNTY,117903,SANFORD-FRITCH ISD,778.18,790.04,808.0,788.18,783.72,775.58,752.1,739.95,738.44,749.36,746.55,701.69,668.75,664.21,651.75,617.93,614.118
117,HUTCHINSON COUNTY,117904,PLEMONS-STINNETT-PHILLIPS CISD,582.58,563.99,537.3,534.48,520.61,556.85,566.13,566.56,568.25,587.28,607.11,580.11,628.73,621.6,635.11,627.76,636.44
117,HUTCHINSON COUNTY,117907,SPRING CREEK ISD,92.33,92.37,88.81,82.58,89.99,95.33,76.7,88.81,100.63,93.18,105.2,98.64,98.55,93.24,86.24,98.01,99.0
118,IRION COUNTY,118902,IRION COUNTY ISD,343.36,346.32,341.48,331.62,322.61,319.39,323.62,309.34,292.26,311.87,313.67,308.16,249.71,264.12,252.92,280.35,287.55
119,JACK COUNTY,119901,BRYSON ISD,243.0,256.93,247.04,216.03,220.15,212.99,186.0,191.05,225.22,231.03,241.64,242.62,242.02,238.53,234.05,230.09,235.001
119,JACK COUNTY,119902,JACKSBORO ISD,932.67,905.51,909.95,915.73,911.98,882.34,888.02,903.29,921.01,928.29,917.25,904.95,954.01,976.16,993.97,959.97,990.965
119,JACK COUNTY,119903,PERRIN-WHITT CISD,351.97,370.64,366.32,350.2,346.98,362.29,347.61,348.55,328.58,309.9,319.95,337.4,329.54,316.94,306.2,294.32,300.242
120,JACKSON COUNTY,120901,EDNA ISD,1409.49,1367.91,1370.55,1370.72,1382.43,1348.45,1298.47,1324.43,1420.74,1436.71,1434.48,1435.97,1414.27,1432.73,1421.7,1353.63,1402.405
120,JACKSON COUNTY,120902,GANADO ISD,615.19,618.66,615.06,614.85,608.33,614.3,627.86,667.49,682.57,711.83,744.09,727.2,738.99,731.45,735.04,688.64,659.594
120,JACKSON COUNTY,120905,INDUSTRIAL ISD,922.26,945.08,976.13,990.08,1039.79,1039.78,1074.9,1084.4,1120.16,1144.0,1151.31,1147.12,1142.22,1107.41,1101.77,988.48,1121.427
121,JASPER COUNTY,121902,BROOKELAND ISD,258.35,287.37,311.34,330.87,368.18,391.48,383.66,393.41,376.25,378.04,389.07,375.47,396.77,369.55,366.58,342.51,328.761
121,JASPER COUNTY,121903,BUNA ISD,1465.19,1418.45,1386.5,1373.9,1362.1,1386.5,1440.0,1446.65,1430.95,1409.48,1358.63,1360.5,1366.46,1427.69,1378.79,1343.27,1360.9
121,JASPER COUNTY,121904,JASPER ISD,2837.37,2746.86,2670.96,2648.99,2599.5,2549.72,2548.07,2477.01,2425.9,2366.32,2310.97,2316.92,2254.34,2296.4,2220.05,2007.97,1985.035
121,JASPER COUNTY,121905,KIRBYVILLE CISD,1495.23,1447.53,1353.78,1360.02,1362.6,1361.32,1349.43,1342.3,1347.53,1322.98,1389.14,1419.57,1433.46,1456.15,1394.78,1296.74,1306.601
121,JASPER COUNTY,121906,EVADALE ISD,401.05,405.04,416.64,424.71,412.76,413.76,397.99,415.82,414.75,429.36,438.27,437.62,445.99,449.9,385.89,394.65,367.2
122,JEFF DAVIS COUNTY,122901,FT DAVIS ISD,347.31,337.04,330.35,333.38,324.0,297.99,283.67,289.64,249.27,221.63,204.7,208.87,212.8,211.37,214.55,201.93,185.704
122,JEFF DAVIS COUNTY,122902,VALENTINE ISD,46.93,45.44,48.73,46.75,46.21,44.71,46.42,40.04,31.66,27.73,36.67,44.2,38.64,31.85,34.99,38.02,41.357
123,JEFFERSON COUNTY,123503,TEXAS ACADEMY OF LEADERSHIP IN THE,50.0,59.32,65.65,62.76,65.65,65.87,65.65,55.39,55.41,45.58,56.93,45.87,51.22,44.57,33.93,37.21,37.393
123,JEFFERSON COUNTY,123801,ACADEMY OF BEAUMONT,278.78,254.2,252.39,210.96,162.98,,0.0,,,,,,,,,,
123,JEFFERSON COUNTY,123802,EAGLE ACADEMY OF BEAUMONT,165.37,135.49,,,,,,,,,,,,,,,
123,JEFFERSON COUNTY,123803,TEKOA ACADEMY OF ACCELERATED STUDI,268.05,251.74,269.45,338.57,339.77,359.68,395.17,408.04,379.34,320.93,371.19,408.17,422.15,450.2,354.89,343.33,377.7
123,JEFFERSON COUNTY,123804,RICHARD MILBURN ACADEMY (BEAUMONT),153.67,159.32,160.75,167.86,133.36,104.14,104.14,,,,,,,,,,
123,JEFFERSON COUNTY,123805,EHRHART SCHOOL,198.9,197.28,165.51,165.8,168.15,179.61,179.06,200.3,229.95,245.69,272.05,328.28,336.55,374.33,408.14,412.53,453.053
123,JEFFERSON COUNTY,123806,HARMONY SCIENCE ACAD (BEAUMONT),,,,207.64,320.22,429.78,0.0,,,,,,,,,,
123,JEFFERSON COUNTY,123807,BOB HOPE SCHOOL,,,,,,,195.44,233.88,234.86,240.03,434.08,499.71,778.79,901.41,1279.36,1586.8,2064.07
123,JEFFERSON COUNTY,123905,NEDERLAND ISD,4861.37,4723.19,4732.85,4750.12,4851.35,4724.58,4727.0,4745.66,4735.06,4770.31,4893.43,4934.51,4961.68,5009.38,4893.19,4828.62,4783.649
123,JEFFERSON COUNTY,123907,PORT ARTHUR ISD,9118.48,8688.27,8330.07,8255.72,8291.43,8252.56,7984.27,8060.36,8178.99,8115.37,8019.28,7932.87,7830.6,7737.94,7308.66,6921.29,6976.25
123,JEFFERSON COUNTY,123908,PORT NECHES-GROVES ISD,4464.53,4399.33,4346.46,4375.97,4422.41,4304.01,4384.53,4457.36,4564.46,4592.69,4651.86,4751.19,4781.32,4847.39,4876.14,4851.57,4698.068
123,JEFFERSON COUNTY,123910,BEAUMONT ISD,18735.95,18138.27,17888.95,17698.55,17675.24,17898.03,18183.24,18133.03,18086.49,18026.73,17623.44,17392.52,17387.57,17270.82,16419.65,15343.03,14744.131
123,JEFFERSON COUNTY,123913,SABINE PASS ISD,234.2,238.39,232.91,254.5,275.36,278.87,309.1,315.55,314.94,347.65,340.7,346.02,345.43,347.81,338.24,333.52,347.002
123,JEFFERSON COUNTY,123914,HAMSHIRE-FANNETT ISD,1702.25,1711.79,1680.92,1644.61,1700.77,1650.55,1650.53,1653.14,1623.99,1656.99,1705.3,1715.38,1732.7,1815.91,1838.87,1806.34,1783.845
123,JEFFERSON COUNTY,123915,AL PRICE STATE JUVENILE CORRECTION,282.0,208.61,292.72,279.84,190.42,166.59,117.51,0.0,,,,,,,,,
124,JIM HOGG COUNTY,124901,JIM HOGG COUNTY ISD,1028.36,1004.33,983.93,994.2,1008.82,1007.62,1027.18,1005.87,1013.67,1001.79,1035.08,1038.58,1060.15,1050.33,1054.43,993.69,1038.796
125,JIM WELLS COUNTY,125901,ALICE ISD,5117.23,5072.07,4974.34,4884.37,4792.93,4756.5,4725.58,4822.21,4879.42,4834.84,4727.52,4684.33,4681.94,4564.86,4400.05,4041.6,4185.278
125,JIM WELLS COUNTY,125902,BEN BOLT-PALITO BLANCO ISD,584.91,566.26,548.59,576.03,559.82,557.84,556.12,571.26,567.89,555.54,534.61,522.21,489.2,467.35,470.28,460.41,481.231
125,JIM WELLS COUNTY,125903,ORANGE GROVE ISD,1541.98,1563.21,1620.99,1622.96,1662.92,1634.63,1690.53,1683.24,1725.9,1738.34,1741.53,1800.8,1781.16,1716.64,1666.98,1652.56,1629.943
125,JIM WELLS COUNTY,125905,PREMONT ISD,835.74,787.7,712.5,637.99,618.0,579.97,545.77,525.84,495.59,483.17,460.93,439.7,442.19,494.29,529.89,544.12,611.705
125,JIM WELLS COUNTY,125906,LA GLORIA ISD,80.94,76.64,91.81,97.18,101.48,108.74,107.69,97.37,96.44,109.44,109.85,110.88,116.65,124.1,118.04,116.16,101.649
126,JOHNSON COUNTY,126801,KAUFFMAN LEADERSHIP ACADEMY,,,,,,,,,,,,,58.66,75.4,92.01,,
126,JOHNSON COUNTY,126901,ALVARADO ISD,3187.91,3103.26,3058.57,3029.52,3053.62,3164.54,3249.13,3147.6,3215.17,3269.65,3318.42,3384.71,3480.5,3490.72,3420.48,3332.49,3387.187
126,JOHNSON COUNTY,126902,BURLESON ISD,7162.21,7575.87,8098.95,8542.62,9024.83,9241.4,9396.68,9704.36,9989.9,10193.53,10392.07,10809.42,11239.05,11496.37,11793.13,11973.38,11975.865
126,JOHNSON COUNTY,126903,CLEBURNE ISD,5940.44,5999.43,6104.74,6191.18,6398.09,6321.39,6378.66,6191.65,6092.98,6090.77,6056.44,6209.27,6245.24,6144.45,6184.43,6134.84,6347.046
126,JOHNSON COUNTY,126904,GRANDVIEW ISD,1096.84,1062.65,1055.75,1043.22,1064.03,1049.54,1029.31,1062.28,1080.77,1042.49,1068.01,1087.85,1124.89,1155.23,1214.54,1259.23,1270.636
126,JOHNSON COUNTY,126905,JOSHUA ISD,4208.85,4226.87,4185.47,4320.22,4359.3,4437.49,4515.62,4539.13,4561.06,4689.62,4761.77,4855.84,4983.26,5194.34,5254.66,5184.39,5316.391
126,JOHNSON COUNTY,126906,KEENE ISD,755.95,762.47,761.51,759.52,739.31,779.08,775.7,794.39,847.86,855.3,896.01,967.87,989.28,983.85,996.07,968.92,1021.04
126,JOHNSON COUNTY,126907,RIO VISTA ISD,878.62,850.59,832.2,846.73,834.12,818.97,817.14,811.69,764.35,736.92,710.3,681.34,674.53,680.64,698.45,681.25,712.831
126,JOHNSON COUNTY,126908,VENUS ISD,1633.48,1588.17,1616.41,1626.4,1658.36,1726.62,1753.51,1811.81,1793.2,1835.7,1852.85,1903.38,1963.95,2006.01,2073.53,2027.29,2071.977
126,JOHNSON COUNTY,126911,GODLEY ISD,1256.38,1319.0,1387.31,1409.29,1447.03,1459.07,1500.59,1544.65,1572.91,1630.02,1699.47,1673.15,1767.9,1878.98,2024.75,2147.0,2297.108
127,JONES COUNTY,127901,ANSON ISD,708.76,683.61,716.18,691.9,694.13,680.54,644.92,632.0,639.9,669.81,668.29,651.83,693.89,710.42,687.94,653.69,648.533
127,JONES COUNTY,127903,HAMLIN COLLEGIATE ISD,466.53,461.41,453.16,449.41,443.49,460.02,463.49,461.69,422.53,423.36,389.11,384.45,374.38,369.44,368.34,362.11,383.138
127,JONES COUNTY,127904,HAWLEY ISD,714.38,691.59,696.52,682.16,710.69,700.91,684.07,658.75,657.78,649.09,697.66,711.12,691.4,684.98,742.69,748.97,747.24
127,JONES COUNTY,127905,LUEDERS-AVOCA ISD,130.14,117.77,106.72,114.67,111.44,105.54,109.17,103.25,104.74,111.25,105.67,107.41,97.65,93.46,98.37,94.98,97.081
127,JONES COUNTY,127906,STAMFORD ISD,645.89,625.29,593.41,580.79,585.26,578.08,579.26,593.29,625.65,633.65,621.07,615.42,617.08,619.1,602.28,573.19,561.893
128,KARNES COUNTY,128901,KARNES CITY ISD,912.1,922.28,908.02,887.32,885.9,897.13,913.94,948.24,995.25,986.72,996.14,980.22,998.36,1037.49,1018.86,975.23,1372.117
128,KARNES COUNTY,128902,KENEDY ISD,757.58,722.91,695.07,655.11,637.4,622.9,602.14,609.36,587.36,631.26,687.13,723.61,715.01,725.81,654.3,670.51,657.083
128,KARNES COUNTY,128903,RUNGE ISD,280.31,276.31,272.03,281.62,281.93,279.91,285.88,287.34,289.14,300.77,292.76,264.25,268.32,242.7,218.61,199.85,197.74
128,KARNES COUNTY,128904,FALLS CITY ISD,325.29,321.6,328.4,322.44,313.37,324.17,334.44,360.27,353.29,348.41,349.96,350.33,352.84,341.73,350.96,369.83,374.894
129,KAUFMAN COUNTY,129901,CRANDALL ISD,1945.04,1962.06,2074.61,2337.75,2438.57,2610.4,2702.0,2791.02,2875.47,2993.65,3109.29,3289.59,3566.45,3845.92,4143.22,4253.89,4595.307
129,KAUFMAN COUNTY,129902,FORNEY ISD,4237.39,5039.37,5885.66,6664.52,7098.86,7418.42,7735.02,7931.22,8095.5,8285.68,8600.47,8964.8,9290.29,9712.73,10603.99,11327.94,12179.674
129,KAUFMAN COUNTY,129903,KAUFMAN ISD,3206.54,3261.22,3316.89,3357.14,3384.29,3439.77,3450.28,3524.59,3518.17,3555.46,3536.6,3581.26,3603.34,3652.57,3746.79,3683.77,3728.215
129,KAUFMAN COUNTY,129904,KEMP ISD,1571.98,1571.7,1554.15,1491.58,1467.74,1454.3,1442.88,1356.5,1314.83,1328.36,1337.29,1383.83,1407.48,1457.64,1497.57,1403.48,1477.899
129,KAUFMAN COUNTY,129905,MABANK ISD,3026.7,3014.23,3041.76,3083.65,3073.99,3041.55,3067.94,3134.97,3116.04,3178.16,3199.9,3162.5,3232.23,3279.27,3306.01,3310.16,3241.389
129,KAUFMAN COUNTY,129906,TERRELL ISD,3864.63,4056.52,4131.09,4024.23,4016.94,3886.39,3794.86,3850.02,3836.57,3810.87,3853.24,3861.77,4004.83,4182.97,4231.01,4231.87,4333.075
129,KAUFMAN COUNTY,129910,SCURRY-ROSSER ISD,786.29,844.58,839.47,839.88,843.88,842.27,872.0,925.82,952.98,929.56,944.35,968.49,974.06,979.84,1010.59,1010.93,985.744
130,KENDALL COUNTY,130801,MEADOWLAND CHARTER DISTRICT,,,,,28.2,57.02,51.61,52.63,65.16,87.37,90.48,90.15,83.59,134.66,107.47,77.61,77.877
130,KENDALL COUNTY,130901,BOERNE ISD,5362.55,5727.81,5872.82,5958.08,5993.12,6092.06,6349.57,6499.13,6766.58,6898.03,7185.62,7592.32,7934.88,8275.22,8689.53,8800.0,9331.088
130,KENDALL COUNTY,130902,COMFORT ISD,1150.82,1147.9,1158.22,1139.22,1107.16,1066.13,1087.88,1053.42,1059.8,1063.49,1053.91,1040.26,1040.64,1017.79,1027.0,980.6,986.192
131,KENEDY COUNTY,131001,KENEDY COUNTY WIDE CSD,67.77,67.16,72.59,75.29,75.64,73.74,72.3,74.95,73.66,71.57,66.71,65.35,62.26,64.94,57.23,63.43,75.496
132,KENT COUNTY,132902,JAYTON-GIRARD ISD,124.04,117.31,134.32,133.75,129.99,129.38,140.29,144.45,129.05,126.74,111.33,110.5,118.36,130.79,138.34,157.54,164.064
133,KERR COUNTY,133901,CENTER POINT ISD,535.62,529.47,524.54,552.35,578.77,577.04,597.4,582.33,589.68,537.85,547.04,535.92,549.21,527.76,532.69,529.63,499.463
133,KERR COUNTY,133902,HUNT ISD,190.59,193.17,185.74,187.53,184.71,178.71,161.62,172.75,178.26,182.15,160.67,150.1,151.17,175.27,180.7,178.99,171.346
133,KERR COUNTY,133903,KERRVILLE ISD,4395.23,4459.45,4466.3,4396.75,4450.98,4506.27,4499.31,4509.04,4558.58,4661.05,4717.98,4691.65,4642.85,4638.68,4597.55,4320.45,4422.553
133,KERR COUNTY,133904,INGRAM ISD,1404.25,1359.46,1283.59,1264.09,1228.51,1147.44,970.65,950.41,893.14,921.79,928.58,991.44,1007.02,1030.79,1059.29,1002.8,1048.844
133,KERR COUNTY,133905,DIVIDE ISD,12.48,17.43,16.76,13.97,14.2,23.74,20.7,14.5,12.12,10.8,7.97,17.72,13.71,14.28,17.66,18.21,19.634
134,KIMBLE COUNTY,134901,JUNCTION ISD,688.24,666.29,634.77,629.14,641.08,629.85,638.51,618.09,622.74,617.24,612.29,608.86,575.95,557.12,547.39,519.37,530.595
135,KING COUNTY,135001,GUTHRIE CSD,93.45,92.93,90.08,88.21,92.21,116.4,110.48,96.2,90.83,102.74,108.89,107.84,102.43,95.81,95.17,95.09,112.319
136,KINNEY COUNTY,136901,BRACKETT ISD,591.5,594.73,577.6,564.18,561.33,570.06,583.9,547.8,577.73,599.49,581.02,570.03,568.24,539.55,515.39,516.46,497.987
137,KLEBERG COUNTY,137901,KINGSVILLE ISD,3910.58,3821.78,3746.79,3692.71,3586.5,3520.05,3513.4,3310.89,3219.06,3119.61,3052.98,3109.09,3104.62,3047.62,2927.87,2578.41,2591.37
137,KLEBERG COUNTY,137902,RICARDO ISD,525.69,532.81,515.53,580.73,595.63,577.18,609.65,605.41,630.81,615.74,621.34,616.06,613.44,620.19,630.69,587.33,605.855
137,KLEBERG COUNTY,137903,RIVIERA ISD,469.82,466.18,462.28,460.75,460.25,445.29,445.2,439.98,421.84,381.5,390.6,390.35,367.9,389.9,393.76,378.15,387.463
137,KLEBERG COUNTY,137904,SANTA GERTRUDIS ISD,263.44,300.13,323.67,329.8,348.78,362.57,368.5,416.09,477.63,550.72,591.19,648.69,672.39,699.49,755.11,729.56,759.634
138,KNOX COUNTY,138902,KNOX CITY-O'BRIEN CISD,275.96,270.32,259.91,246.37,251.99,264.05,256.39,241.54,269.39,280.18,277.9,280.55,281.91,250.43,244.67,226.93,223.519
138,KNOX COUNTY,138903,MUNDAY CISD,424.7,414.53,398.57,380.41,375.07,362.88,339.14,353.55,351.99,355.68,349.79,348.0,345.39,334.78,329.85,322.08,336.289
138,KNOX COUNTY,138904,BENJAMIN ISD,79.24,76.31,69.88,69.08,71.95,78.2,68.81,80.32,70.01,90.36,90.38,82.8,92.0,101.24,111.2,120.26,120.761
139,LAMAR COUNTY,139905,CHISUM ISD,821.45,829.82,800.02,831.34,835.18,808.03,786.34,810.93,813.4,856.72,844.04,877.61,869.89,889.11,872.86,962.86,992.648
139,LAMAR COUNTY,139908,ROXTON ISD,221.66,215.88,231.82,221.62,208.26,191.99,181.6,173.99,166.87,154.22,142.63,149.39,161.84,150.34,122.75,,
139,LAMAR COUNTY,139909,PARIS ISD,3619.01,3590.06,3531.72,3495.81,3404.68,3370.67,3405.57,3321.82,3243.39,3261.94,3253.81,3352.84,3327.02,3434.72,3449.02,3445.22,3352.757
139,LAMAR COUNTY,139911,NORTH LAMAR ISD,3012.65,3019.99,2976.82,2943.78,2866.9,2825.65,2786.17,2782.68,2791.36,2766.37,2681.19,2587.95,2558.19,2413.84,2330.1,2228.43,2148.71
139,LAMAR COUNTY,139912,PRAIRILAND ISD,1010.06,1021.17,1031.85,1027.31,1060.04,1051.56,1054.31,1071.6,1054.24,1056.57,1054.75,1047.11,1053.18,1076.02,1074.21,1030.36,957.975
140,LAMB COUNTY,140901,AMHERST ISD,192.35,186.21,181.15,173.18,152.99,161.21,156.88,139.45,149.49,138.85,150.7,141.44,146.7,151.94,133.8,121.3,121.958
140,LAMB COUNTY,140904,LITTLEFIELD ISD,1359.21,1374.13,1396.54,1403.7,1364.2,1346.5,1358.34,1321.47,1293.68,1302.78,1328.56,1323.03,1275.61,1238.23,1239.21,1097.25,1150.144
140,LAMB COUNTY,140905,OLTON ISD,680.43,658.73,651.01,661.11,667.7,651.8,637.22,644.52,624.1,602.5,600.44,596.61,575.72,579.48,557.45,531.97,542.694
140,LAMB COUNTY,140906,SPADE ISD,108.89,105.42,,,,,,,,,,,,,,,
140,LAMB COUNTY,140907,SPRINGLAKE-EARTH ISD,364.74,362.39,348.52,356.85,371.14,376.86,365.08,370.26,376.7,349.05,355.24,354.5,343.06,333.04,324.7,296.35,270.07
140,LAMB COUNTY,140908,SUDAN ISD,360.59,350.75,351.47,354.68,349.51,381.25,393.61,418.08,417.87,415.39,399.33,427.56,432.99,435.7,450.93,458.21,444.127
141,LAMPASAS COUNTY,141801,WHISPERING OAKS CHARTER SCHOOL,102.85,25.66,0.0,0.0,,,0.0,,,,,,,,,,
141,LAMPASAS COUNTY,141901,LAMPASAS ISD,3009.81,3127.96,3237.34,3227.71,3134.64,3139.65,3170.17,3142.61,3197.67,3184.91,3138.5,3142.53,3139.78,3109.33,3131.77,3083.86,3187.016
141,LAMPASAS COUNTY,141902,LOMETA ISD,287.88,293.91,299.3,294.46,289.55,284.56,285.54,273.08,276.05,281.19,245.87,281.09,251.4,248.29,271.86,294.6,322.283
142,LA SALLE COUNTY,142901,COTULLA ISD,1129.87,1123.72,1086.74,1094.81,1090.98,1074.17,1084.75,1095.88,1154.26,1210.96,1226.99,1237.58,1247.72,1243.46,1217.54,1181.21,1131.785
143,LAVACA COUNTY,143901,HALLETTSVILLE ISD,938.33,910.11,883.24,844.37,817.7,813.72,820.06,901.84,930.15,949.87,973.27,1020.85,1037.91,1059.99,1057.42,1042.63,1034.806
143,LAVACA COUNTY,143902,MOULTON ISD,313.87,298.36,288.03,290.64,289.72,283.24,295.52,285.73,267.42,289.1,300.23,294.57,279.83,259.28,256.25,250.58,261.069
143,LAVACA COUNTY,143903,SHINER ISD,490.58,509.76,498.74,525.11,524.42,523.04,547.86,541.53,554.89,542.78,556.19,554.97,590.86,605.96,618.8,644.93,661.112
143,LAVACA COUNTY,143904,VYSEHRAD ISD,95.75,92.87,90.84,93.44,90.81,95.48,88.56,92.8,98.49,112.85,99.64,96.54,105.25,107.56,113.39,102.42,100.624
