County,County Name,District,District Name, 2004-2005 ADA, 2005-2006 ADA, 2006-2007 ADA,2007-2008 ADA,2008-2009 ADA, 2009-2010 ADA,2010-2011 ADA, 2011-2012 ADA, 2012-2013 ADA, 2013-2014 ADA, 2014-2015 ADA, 2015-2016 ADA, 2016-2017 ADA, 2017-2018 ADA, 2018-2019 ADA, 2019-2020 ADA, 2020-2021 ADA
102,HARRISON COUNTY,102903,WASKOM ISD,728.07,713.59,697.26,686.16,707.94,739.54,729.55,766.62,815.77,838.94,851.41,861.43,871.84,853.99,827.98,765.03,752.121
102,HARRISON COUNTY,102904,HALLSVILLE ISD,"3,480.23","3,554.67","3,694.15","3,821.99","3,946.95","4,038.12","4,099.47","4,213.91","4,367.26","4,480.18","4,570.93","4,674.19","4,725.33","4,759.42","8,494.46","10,270.98",14862.48
102,HARRISON COUNTY,102905,HARLETON ISD,632.97,640.63,644.12,642.73,661.47,696.56,691.94,689.15,688.81,694.21,705.64,741.14,730.85,695.59,676.38,676.42,684.41
102,HARRISON COUNTY,102906,ELYSIAN FIELDS ISD,938.01,926.80,932.94,903.03,923.57,939.43,966.80,959.75,933.81,956.61,911.50,847.78,844.43,828.71,860.68,836.50,821.887
103,HARTLEY COUNTY,103901,CHANNING ISD,108.07,126.47,126.29,124.61,136.46,143.02,151.08,155.46,164.93,124.14,131.61,154.37,173.45,169.08,161.17,147.53,152.045
103,HARTLEY COUNTY,103902,HARTLEY ISD,149.09,149.13,169.46,190.85,197.58,191.16,174.82,168.00,185.17,195.32,209.22,198.49,215.21,220.92,213.62,227.88,235.523
104,HASKELL COUNTY,104901,HASKELL CISD,557.70,591.92,587.21,561.38,561.39,581.81,592.98,594.38,577.87,570.20,554.87,566.33,544.61,504.31,514.90,510.83,500.2
104,HASKELL COUNTY,104902,ROCHESTER COUNTY LINE ISD,98.96,,,,,,,,,,,,,,,,
104,HASKELL COUNTY,104903,RULE ISD,166.87,164.62,158.28,145.59,135.87,141.19,125.52,111.35,113.98,122.16,117.05,119.04,129.01,130.02,117.76,120.94,125.323
104,HASKELL COUNTY,104907,PAINT CREEK ISD,92.99,95.06,111.93,135.21,139.86,143.58,153.96,147.88,147.82,125.48,131.07,128.12,129.75,118.34,105.97,95.01,85.481
105,HAYS COUNTY,105801,KATHERINE ANNE PORTER SCHOOL,103.54,92.72,106.49,109.54,110.01,112.33,125.19,136.42,132.33,143.85,137.46,150.44,143.82,142.61,144.22,129.67,124.021
105,HAYS COUNTY,105802,TEXAS PREPARATORY SCHOOL,79.02,85.60,83.31,66.62,77.96,105.69,133.82,138.91,133.15,185.34,264.70,242.75,264.35,230.35,217.32,173.89,142.521
105,HAYS COUNTY,105803,KI CHARTER ACADEMY,,,,,,,,,,,,171.39,171.30,174.86,178.10,178.91,270.366
105,HAYS COUNTY,105902,SAN MARCOS CISD,"6,504.16","6,553.26","6,569.32","6,688.48","6,711.82","6,714.49","6,663.52","6,884.31","6,898.84","6,965.75","7,160.32","7,270.22","7,397.58","7,373.17","7,361.39","7,273.91",7299.027
105,HAYS COUNTY,105904,DRIPPING SPRINGS ISD,"3,278.04","3,403.46","3,598.15","3,827.01","3,946.59","4,090.48","4,256.37","4,338.21","4,529.39","4,828.32","5,093.70","5,250.69","5,633.45","6,016.30","6,363.61","6,644.56",6912.779
105,HAYS COUNTY,105905,WIMBERLEY ISD,"1,835.27","1,847.39","1,853.91","1,821.12","1,866.99","1,907.78","1,909.80","1,923.84","1,964.42","1,974.39","2,012.28","2,097.20","2,171.96","2,287.04","2,326.36","2,338.20",2387.926
105,HAYS COUNTY,105906,HAYS CISD,"9,239.83","10,019.93","11,230.68","12,205.99","12,976.05","13,697.43","14,379.19","14,938.00","15,467.88","16,154.30","16,779.94","17,418.93","17,816.58","18,430.99","18,600.68","18,956.67",18753.526
106,HEMPHILL COUNTY,106901,CANADIAN ISD,613.15,632.47,643.43,680.11,726.90,739.94,774.09,813.31,881.99,907.64,948.36,951.83,917.11,871.97,844.84,793.79,806.308
107,HENDERSON COUNTY,107901,ATHENS ISD,"3,306.12","3,270.02","3,174.52","3,195.45","3,194.51","3,169.75","3,163.99","3,156.51","3,103.50","3,115.04","3,018.22","2,963.40","2,926.54","2,878.47","2,809.21","2,765.73",2761.118
107,HENDERSON COUNTY,107902,BROWNSBORO ISD,"2,583.82","2,586.12","2,563.16","2,545.31","2,587.18","2,665.01","2,692.54","2,702.44","2,653.74","2,582.32","2,498.66","2,562.50","2,551.98","2,527.82","2,541.60","2,432.84",2470.225
107,HENDERSON COUNTY,107904,CROSS ROADS ISD,556.85,551.68,555.47,577.39,563.77,562.40,582.42,579.51,569.50,567.34,561.81,565.92,512.78,511.97,519.04,496.69,484.426
107,HENDERSON COUNTY,107905,EUSTACE ISD,"1,472.39","1,495.17","1,489.40","1,455.39","1,409.65","1,376.75","1,374.96","1,339.04","1,348.95","1,375.84","1,420.24","1,466.91","1,457.38","1,456.25","1,460.93","1,384.93",1504.185
107,HENDERSON COUNTY,107906,MALAKOFF ISD,"1,090.98","1,080.52","1,045.36","1,062.50","1,106.45","1,121.31","1,161.69","1,185.31","1,182.57","1,179.80","1,146.01","1,221.80","1,246.75","1,286.29","1,299.45","1,252.66",1290.629
107,HENDERSON COUNTY,107907,TRINIDAD ISD,252.64,242.17,237.79,227.33,196.53,178.79,161.12,149.97,153.76,167.85,170.95,155.80,152.90,158.80,162.91,149.13,139.534
107,HENDERSON COUNTY,107908,MURCHISON ISD,147.16,141.25,140.68,134.49,132.32,139.97,126.01,136.85,170.57,199.25,198.45,177.67,157.40,146.13,154.75,143.31,153.582
107,HENDERSON COUNTY,107910,LAPOYNOR ISD,425.30,461.86,452.79,444.62,437.01,441.16,425.84,413.20,418.90,424.74,447.59,431.26,414.56,405.51,432.08,400.65,434.183
108,HIDALGO COUNTY,108801,IGNITE PUBLIC SCHOOLS AND COMMUNIT,647.44,592.57,583.86,720.33,630.66,530.77,473.66,779.40,804.58,728.55,575.69,,,,,,
108,HIDALGO COUNTY,108802,HORIZON MONTESSORI PUBLIC SCHOOLS,231.82,284.66,396.82,477.35,497.28,569.80,673.83,739.96,796.31,886.48,934.38,"1,018.15","1,068.25","1,069.78","1,053.99",917.07,1045.715
108,HIDALGO COUNTY,108803,FREEDOM SCHOOL,0.00,,0.00,,,,,,,,,,,,,,
108,HIDALGO COUNTY,108804,TRIUMPH PUBLIC HIGH SCHOOLS-RIO GR,196.03,203.29,217.02,223.22,260.96,287.42,327.14,325.33,316.18,305.85,246.01,280.44,311.68,303.37,342.43,392.11,443.094
108,HIDALGO COUNTY,108805,SENTRY TECHNOLOGY PREP SCH,0.00,0.00,0.00,,,,,,,,,,,,,,
108,HIDALGO COUNTY,108806,EAGLE ACADEMY OF PHARR/MCALLEN,224.32,229.42,,,,,,,,,,,,,,,
108,HIDALGO COUNTY,108807,IDEA PUBLIC SCHOOLS,635.45,873.14,"1,943.46","2,588.08","3,662.07","5,130.11","6,678.64","9,247.62","12,213.38","15,067.17","18,527.35","22,541.15","27,502.32","32,970.43","39,558.52","44,347.13",58245.595
108,HIDALGO COUNTY,108808,VANGUARD ACADEMY,195.90,253.34,339.98,399.58,608.79,781.91,"1,007.55","1,210.56","1,552.04","1,959.80","2,176.88","2,239.22","2,687.06","3,076.46","3,764.59","3,888.04",4557.42
108,HIDALGO COUNTY,108809,EXCELLENCE IN LEADERSHIP ACADEMY,,,,,,,,,52.36,111.45,164.37,175.61,209.42,208.45,219.83,259.26,276.637
108,HIDALGO COUNTY,108902,DONNA ISD,"11,540.68","11,977.56","12,384.87","12,953.33","13,395.78","13,761.87","13,881.45","13,784.80","13,941.46","14,181.81","14,181.97","14,219.99","13,997.47","13,696.34","13,303.64","11,929.16",12750.247
108,HIDALGO COUNTY,108903,EDCOUCH-ELSA ISD,"5,117.98","5,183.93","5,294.16","5,267.57","5,267.57","5,074.84","4,946.84","4,854.33","4,795.14","4,825.27","4,717.10","4,816.76","4,868.33","4,749.96","4,510.84","4,062.10",3964.496
108,HIDALGO COUNTY,108904,EDINBURG CISD,"24,614.16","25,737.93","26,992.66","27,933.26","28,720.62","29,752.90","30,835.27","31,048.59","31,276.86","31,718.77","31,931.84","32,300.73","32,050.05","31,648.21","31,376.06","29,285.19",30273.053
108,HIDALGO COUNTY,108905,HIDALGO ISD,"2,861.28","2,883.39","2,977.24","2,989.24","3,114.17","3,091.79","3,087.44","2,990.60","2,954.98","2,920.32","2,937.04","2,943.44","2,910.30","2,902.92","2,919.94","2,674.70",2791.854
108,HIDALGO COUNTY,108906,MCALLEN ISD,"22,348.71","22,560.10","22,747.35","22,986.10","23,035.99","23,262.39","23,601.68","23,398.91","23,129.77","23,301.93","22,769.77","22,400.27","22,176.64","21,824.57","21,160.76","19,482.26",19922.956
108,HIDALGO COUNTY,108907,MERCEDES ISD,"4,928.92","4,890.14","4,962.83","5,080.56","5,104.08","5,168.17","5,292.53","5,335.70","5,291.16","5,381.69","5,327.93","5,270.34","5,057.77","5,008.38","4,834.26","4,084.26",4292.385
108,HIDALGO COUNTY,108908,MISSION CISD,"13,508.66","13,772.98","14,244.68","14,460.20","14,319.97","14,285.00","14,510.73","14,398.05","14,209.62","14,125.90","14,147.08","14,349.72","14,359.32","14,211.05","14,081.50","12,942.04",13615.316
108,HIDALGO COUNTY,108909,PHARR-SAN JUAN-ALAMO ISD,"24,932.56","25,790.55","26,223.90","27,298.58","28,169.19","28,434.34","28,520.59","28,697.65","29,101.59","29,157.36","29,079.33","30,311.14","30,464.07","31,552.40","31,258.74","30,077.33",28443.115
108,HIDALGO COUNTY,108910,PROGRESO ISD,"1,884.95","1,801.83","1,836.31","1,832.54","1,945.02","2,069.20","2,040.90","2,040.83","1,917.73","2,000.36","1,875.92","1,824.26","1,732.66","1,734.39","1,626.88","1,353.96",1351.286
108,HIDALGO COUNTY,108911,SHARYLAND ISD,"6,693.41","7,266.56","7,725.08","8,374.52","8,715.56","9,004.41","9,465.48","9,551.76","9,643.74","9,724.84","9,697.73","9,592.20","9,541.97","9,676.17","9,652.37","9,295.48",9440.951
108,HIDALGO COUNTY,108912,LA JOYA ISD,"21,102.33","22,259.67","22,780.79","23,712.58","24,465.16","25,149.34","25,782.77","26,131.67","26,253.21","26,707.57","26,774.31","26,816.37","26,610.13","26,149.85","25,437.78","22,652.03",24393.172
108,HIDALGO COUNTY,108913,WESLACO ISD,"14,487.38","14,709.60","14,935.93","15,285.64","15,547.92","16,095.08","16,426.58","16,389.67","16,409.46","16,421.57","16,055.70","16,332.67","16,096.39","15,905.91","15,826.02","15,001.03",15113.004
108,HIDALGO COUNTY,108914,LA VILLA ISD,629.74,609.65,576.41,556.23,552.13,545.69,579.62,568.67,596.33,587.87,575.79,561.06,557.40,537.10,520.32,515.37,537.546
108,HIDALGO COUNTY,108915,MONTE ALTO ISD,515.89,524.71,567.43,613.24,639.30,754.94,867.82,893.48,984.24,956.47,975.37,999.20,985.29,934.73,875.65,783.07,823.652
108,HIDALGO COUNTY,108916,VALLEY VIEW ISD,"3,130.66","3,582.16","3,819.50","4,064.83","4,206.94","4,299.24","4,375.14","4,392.98","4,407.70","4,304.16","4,216.42","4,198.84","4,169.19","4,138.15","4,097.49","3,812.34",3832.516
108,HIDALGO COUNTY,108917,EVINS REGIONAL JUVENILE CENTER,216.00,228.00,176.88,170.68,146.54,105.57,97.69,127.57,,,,,,,,,
108,HIDALGO COUNTY,108950,REG I EDUCATION SERVICE CENTER,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
109,HILL COUNTY,109901,ABBOTT ISD,275.65,281.14,293.37,281.00,285.47,280.25,276.86,277.74,261.38,257.59,245.53,249.12,269.67,267.77,256.55,262.82,258.498
109,HILL COUNTY,109902,BYNUM ISD,203.68,217.53,224.99,235.08,233.64,226.05,226.05,230.92,210.35,190.46,195.11,199.23,170.23,174.32,194.77,189.05,190.78
109,HILL COUNTY,109903,COVINGTON ISD,298.92,276.21,260.57,251.55,266.67,261.59,260.39,236.25,230.87,249.36,266.15,294.77,269.16,266.50,272.88,267.45,268.926
109,HILL COUNTY,109904,HILLSBORO ISD,"1,631.94","1,633.37","1,670.98","1,681.48","1,691.36","1,707.77","1,736.98","1,781.30","1,773.97","1,808.24","1,801.54","1,801.55","1,888.13","1,823.77","1,802.78","1,718.39",1718.949
109,HILL COUNTY,109905,HUBBARD ISD,441.37,427.29,409.14,408.26,396.77,372.03,376.34,356.29,355.90,366.46,341.15,332.68,343.78,363.13,381.48,366.97,372.029
109,HILL COUNTY,109907,ITASCA ISD,644.14,635.40,619.94,638.00,659.23,686.36,665.37,657.39,670.72,621.81,614.08,614.47,633.23,645.84,638.79,584.27,574.706
109,HILL COUNTY,109908,MALONE ISD,63.11,67.37,65.73,64.07,64.39,79.76,85.58,86.71,87.14,89.28,83.29,93.28,111.03,136.10,151.79,146.69,141.759
109,HILL COUNTY,109910,MOUNT CALM ISD,114.99,111.32,98.53,111.77,131.35,138.10,153.72,154.66,160.05,157.42,145.92,165.58,158.93,164.51,171.13,169.48,161.988
109,HILL COUNTY,109911,WHITNEY ISD,"1,469.12","1,470.25","1,453.37","1,479.53","1,504.83","1,455.92","1,414.16","1,428.97","1,438.00","1,422.66","1,403.56","1,372.42","1,394.13","1,389.14","1,360.14","1,314.64",1354.237
109,HILL COUNTY,109912,AQUILLA ISD,188.02,203.66,196.13,203.99,208.23,229.04,241.75,251.50,267.87,261.78,246.06,245.39,272.70,304.30,301.83,305.59,299.039
109,HILL COUNTY,109913,BLUM ISD,291.95,305.67,322.91,318.42,336.90,336.55,340.13,327.83,344.95,332.87,343.15,339.61,362.64,335.40,343.36,336.36,346.352
109,HILL COUNTY,109914,PENELOPE ISD,171.35,182.55,175.96,168.22,175.55,182.86,168.62,167.11,181.18,181.06,170.40,170.83,198.21,210.34,182.49,177.34,184.118
110,HOCKLEY COUNTY,110901,ANTON ISD,347.01,353.23,339.63,312.08,291.42,263.88,227.74,226.97,231.31,227.83,228.66,225.12,229.28,215.18,182.03,179.87,162.283
110,HOCKLEY COUNTY,110902,LEVELLAND ISD,"2,722.69","2,670.77","2,723.29","2,696.16","2,669.01","2,637.79","2,647.82","2,712.19","2,709.70","2,772.23","2,819.52","2,760.66","2,732.24","2,703.49","2,655.81","2,546.92",2580.749
110,HOCKLEY COUNTY,110905,ROPES ISD,315.24,326.23,323.36,320.30,316.15,305.87,301.56,307.41,290.92,288.06,288.02,322.95,352.30,393.26,428.84,432.81,444.158
110,HOCKLEY COUNTY,110906,SMYER ISD,382.90,370.69,350.33,319.82,339.68,350.65,338.76,364.80,377.68,388.57,380.47,406.86,405.68,393.68,406.68,394.67,385.921
110,HOCKLEY COUNTY,110907,SUNDOWN ISD,514.00,500.34,521.46,548.08,567.47,592.19,579.81,596.39,588.73,587.50,590.50,583.93,594.63,562.33,549.17,543.68,528.872
110,HOCKLEY COUNTY,110908,WHITHARRAL ISD,186.94,170.87,178.35,176.48,175.33,175.10,183.28,181.05,187.68,165.85,176.75,177.29,170.72,173.24,165.20,160.94,166.195
111,HOOD COUNTY,111801,LAKE GRANBURY ACADEMY CHARTER SCHO,,,,,,,,,,,,,,,82.26,81.09,64.803
111,HOOD COUNTY,111901,GRANBURY ISD,"6,210.25","6,330.87","6,336.95","6,344.50","6,350.97","6,219.70","6,128.79","6,137.26","6,055.58","6,199.60","6,349.58","6,501.99","6,576.55","6,609.22","6,793.43","6,746.31",6817.29
111,HOOD COUNTY,111902,LIPAN ISD,268.84,261.98,267.72,286.28,278.64,269.58,257.20,270.13,286.13,294.01,308.54,330.79,352.71,364.24,409.33,406.28,421.541
111,HOOD COUNTY,111903,TOLAR ISD,546.58,576.05,579.90,571.74,555.65,564.72,591.27,588.78,597.44,634.67,691.82,723.23,741.72,717.05,732.90,729.08,748.677
112,HOPKINS COUNTY,112901,SULPHUR SPRINGS ISD,"3,860.54","3,883.48","3,834.56","3,760.25","3,847.22","3,801.86","3,846.12","3,889.02","3,871.92","3,951.01","4,057.58","4,021.70","4,087.11","4,017.96","4,069.91","3,931.41",4077.888
112,HOPKINS COUNTY,112905,CUMBY ISD,354.97,381.20,385.10,399.78,395.42,413.72,385.58,365.15,366.08,353.06,341.26,322.62,336.51,345.47,350.55,349.54,379.3
112,HOPKINS COUNTY,112906,NORTH HOPKINS ISD,394.51,399.43,414.62,424.21,412.27,409.13,397.70,406.30,431.63,454.04,446.21,481.20,478.28,470.49,473.91,488.07,515.638
112,HOPKINS COUNTY,112907,MILLER GROVE ISD,224.74,214.07,206.27,213.92,229.08,239.29,230.08,227.19,219.13,222.75,207.17,251.41,270.46,299.29,287.05,305.67,298.397
112,HOPKINS COUNTY,112908,COMO-PICKTON CISD,746.18,767.67,808.32,777.44,763.74,751.21,753.59,716.31,714.09,713.53,694.76,700.66,699.20,696.91,692.68,648.66,654.201
112,HOPKINS COUNTY,112909,SALTILLO ISD,239.79,244.93,238.37,241.25,234.46,240.76,239.01,233.31,245.50,238.74,250.90,245.69,231.51,228.91,230.30,258.77,280.643
112,HOPKINS COUNTY,112910,SULPHUR BLUFF ISD,232.87,216.60,219.11,222.59,224.45,218.80,213.87,204.98,208.47,206.21,199.92,205.23,201.45,206.83,217.21,204.60,200.296
113,HOUSTON COUNTY,113901,CROCKETT ISD,"1,466.76","1,444.78","1,389.16","1,334.40","1,326.01","1,308.50","1,305.72","1,221.42","1,166.63","1,172.44","1,187.68","1,183.87","1,255.70","1,226.57","1,218.23","1,095.65",1131.16
113,HOUSTON COUNTY,113902,GRAPELAND ISD,529.05,507.19,469.78,468.71,470.52,482.19,463.97,461.31,437.15,453.31,446.17,442.54,454.78,465.38,529.20,531.49,536.059
113,HOUSTON COUNTY,113903,LOVELADY ISD,504.45,510.05,517.66,526.66,511.84,505.72,476.14,459.57,439.63,458.29,472.93,476.42,495.74,510.03,499.27,465.31,477.384
113,HOUSTON COUNTY,113904,CROCKETT STATE SCHOOL,258.00,251.00,245.00,234.22,177.19,120.02,112.87,0.00,,,,,,,,,
113,HOUSTON COUNTY,113905,LATEXO ISD,412.50,414.51,431.40,421.73,416.60,417.40,421.24,458.75,443.27,466.44,482.53,471.94,453.19,428.94,413.01,413.97,421.004
113,HOUSTON COUNTY,113906,KENNARD ISD,341.17,330.29,308.01,299.10,307.03,307.91,293.81,278.43,279.08,275.47,259.72,233.98,243.24,250.34,238.36,217.30,207.625
114,HOWARD COUNTY,114901,BIG SPRING ISD,"3,538.72","3,538.17","3,555.34","3,603.55","3,569.15","3,596.87","3,609.37","3,647.77","3,806.16","3,831.69","3,895.36","3,805.09","3,640.95","3,661.73","3,671.56","3,549.40",3361.4
114,HOWARD COUNTY,114902,COAHOMA ISD,754.19,730.13,738.07,743.88,778.93,753.61,735.02,756.75,799.58,820.42,833.09,849.77,870.83,922.79,"1,005.28",998.54,1053.547
114,HOWARD COUNTY,114904,FORSAN ISD,631.82,662.04,651.22,647.87,672.10,652.87,653.59,647.70,642.79,678.52,701.53,703.24,718.66,745.44,733.21,746.63,745.813
115,HUDSPETH COUNTY,115901,FT HANCOCK ISD,553.07,535.42,512.64,464.40,463.39,494.45,493.11,477.49,457.19,448.54,418.36,411.44,384.84,384.12,375.83,364.75,381.262
115,HUDSPETH COUNTY,115902,SIERRA BLANCA ISD,146.36,148.81,143.08,141.73,156.69,159.23,141.70,145.63,142.06,118.13,125.93,119.86,112.42,105.65,102.78,94.71,112.596
115,HUDSPETH COUNTY,115903,DELL CITY ISD,119.26,104.53,93.10,87.57,85.10,88.38,88.60,61.86,59.44,63.56,66.09,67.87,61.64,52.77,60.68,49.40,53.54
116,HUNT COUNTY,116801,PHOENIX CHARTER SCHOOL,229.74,262.37,346.17,393.52,412.73,388.63,436.57,433.82,497.41,540.55,392.36,,,,,,
116,HUNT COUNTY,116901,CADDO MILLS ISD,"1,168.27","1,181.40","1,280.58","1,320.27","1,345.14","1,369.23","1,416.58","1,457.67","1,469.59","1,481.30","1,524.27","1,601.68","1,620.03","1,652.98","1,730.81","1,794.40",1899.798
116,HUNT COUNTY,116902,CELESTE ISD,482.63,474.88,480.02,487.21,478.14,474.43,453.03,436.60,446.46,427.55,427.82,461.29,473.77,458.10,472.01,458.59,447.414
116,HUNT COUNTY,116903,COMMERCE ISD,"1,692.57","1,638.58","1,551.48","1,508.34","1,487.77","1,494.42","1,482.66","1,487.93","1,462.91","1,404.16","1,439.05","1,499.97","1,477.33","1,399.91","1,404.52","1,302.63",1408.402
116,HUNT COUNTY,116905,GREENVILLE ISD,"4,721.17","4,723.00","4,646.56","4,438.50","4,352.45","4,482.66","4,433.74","4,385.18","4,324.11","4,413.45","4,407.16","4,819.72","4,894.48","5,009.71","4,931.22","4,653.11",4830.339
116,HUNT COUNTY,116906,LONE OAK ISD,798.36,814.50,854.15,866.36,877.52,868.63,831.47,884.07,879.48,907.67,934.08,935.54,964.44,975.51,949.77,912.77,915.675
116,HUNT COUNTY,116908,QUINLAN ISD,"2,521.22","2,469.08","2,442.11","2,387.34","2,344.80","2,307.52","2,334.91","2,297.24","2,280.32","2,343.89","2,293.75","2,311.66","2,382.17","2,390.09","2,410.40","2,319.72",2344.636
116,HUNT COUNTY,116909,WOLFE CITY ISD,564.08,583.20,575.28,561.60,576.37,579.24,581.13,561.28,569.49,577.12,586.43,627.22,622.95,634.45,641.04,617.86,604.906
116,HUNT COUNTY,116910,CAMPBELL ISD,301.51,321.87,335.21,320.47,314.85,364.22,372.01,343.18,334.38,332.35,340.19,328.03,317.98,300.29,272.48,259.79,261.075
116,HUNT COUNTY,116915,BLAND ISD,523.75,549.06,527.92,536.92,538.93,559.22,554.30,557.14,577.57,567.58,555.53,576.97,623.48,645.81,679.88,670.51,684.841
116,HUNT COUNTY,116916,BOLES ISD,490.67,475.22,472.09,488.98,490.95,495.98,483.06,467.38,475.67,480.28,462.85,474.32,490.52,487.11,503.57,476.14,463.178
117,HUTCHINSON COUNTY,117901,BORGER ISD,"2,573.34","2,615.93","2,571.01","2,473.04","2,529.47","2,537.67","2,514.93","2,546.96","2,507.09","2,524.61","2,480.53","2,470.07","2,487.19","2,424.56","2,383.73","2,292.11",2216.87
117,HUTCHINSON COUNTY,117903,SANFORD-FRITCH ISD,778.18,790.04,808.00,788.18,783.72,775.58,752.10,739.95,738.44,749.36,746.55,701.69,668.75,664.21,651.75,617.93,614.118
117,HUTCHINSON COUNTY,117904,PLEMONS-STINNETT-PHILLIPS CISD,582.58,563.99,537.30,534.48,520.61,556.85,566.13,566.56,568.25,587.28,607.11,580.11,628.73,621.60,635.11,627.76,636.44
117,HUTCHINSON COUNTY,117907,SPRING CREEK ISD,92.33,92.37,88.81,82.58,89.99,95.33,76.70,88.81,100.63,93.18,105.20,98.64,98.55,93.24,86.24,98.01,99
118,IRION COUNTY,118902,IRION COUNTY ISD,343.36,346.32,341.48,331.62,322.61,319.39,323.62,309.34,292.26,311.87,313.67,308.16,249.71,264.12,252.92,280.35,287.55
119,JACK COUNTY,119901,BRYSON ISD,243.00,256.93,247.04,216.03,220.15,212.99,186.00,191.05,225.22,231.03,241.64,242.62,242.02,238.53,234.05,230.09,235.001
119,JACK COUNTY,119902,JACKSBORO ISD,932.67,905.51,909.95,915.73,911.98,882.34,888.02,903.29,921.01,928.29,917.25,904.95,954.01,976.16,993.97,959.97,990.965
119,JACK COUNTY,119903,PERRIN-WHITT CISD,351.97,370.64,366.32,350.20,346.98,362.29,347.61,348.55,328.58,309.90,319.95,337.40,329.54,316.94,306.20,294.32,300.242
120,JACKSON COUNTY,120901,EDNA ISD,"1,409.49","1,367.91","1,370.55","1,370.72","1,382.43","1,348.45","1,298.47","1,324.43","1,420.74","1,436.71","1,434.48","1,435.97","1,414.27","1,432.73","1,421.70","1,353.63",1402.405
120,JACKSON COUNTY,120902,GANADO ISD,615.19,618.66,615.06,614.85,608.33,614.30,627.86,667.49,682.57,711.83,744.09,727.20,738.99,731.45,735.04,688.64,659.594
120,JACKSON COUNTY,120905,INDUSTRIAL ISD,922.26,945.08,976.13,990.08,"1,039.79","1,039.78","1,074.90","1,084.40","1,120.16","1,144.00","1,151.31","1,147.12","1,142.22","1,107.41","1,101.77",988.48,1121.427
121,JASPER COUNTY,121902,BROOKELAND ISD,258.35,287.37,311.34,330.87,368.18,391.48,383.66,393.41,376.25,378.04,389.07,375.47,396.77,369.55,366.58,342.51,328.761
121,JASPER COUNTY,121903,BUNA ISD,"1,465.19","1,418.45","1,386.50","1,373.90","1,362.10","1,386.50","1,440.00","1,446.65","1,430.95","1,409.48","1,358.63","1,360.50","1,366.46","1,427.69","1,378.79","1,343.27",1360.9
121,JASPER COUNTY,121904,JASPER ISD,"2,837.37","2,746.86","2,670.96","2,648.99","2,599.50","2,549.72","2,548.07","2,477.01","2,425.90","2,366.32","2,310.97","2,316.92","2,254.34","2,296.40","2,220.05","2,007.97",1985.035
121,JASPER COUNTY,121905,KIRBYVILLE CISD,"1,495.23","1,447.53","1,353.78","1,360.02","1,362.60","1,361.32","1,349.43","1,342.30","1,347.53","1,322.98","1,389.14","1,419.57","1,433.46","1,456.15","1,394.78","1,296.74",1306.601
121,JASPER COUNTY,121906,EVADALE ISD,401.05,405.04,416.64,424.71,412.76,413.76,397.99,415.82,414.75,429.36,438.27,437.62,445.99,449.90,385.89,394.65,367.2
122,JEFF DAVIS COUNTY,122901,FT DAVIS ISD,347.31,337.04,330.35,333.38,324.00,297.99,283.67,289.64,249.27,221.63,204.70,208.87,212.80,211.37,214.55,201.93,185.704
122,JEFF DAVIS COUNTY,122902,VALENTINE ISD,46.93,45.44,48.73,46.75,46.21,44.71,46.42,40.04,31.66,27.73,36.67,44.20,38.64,31.85,34.99,38.02,41.357
123,JEFFERSON COUNTY,123503,TEXAS ACADEMY OF LEADERSHIP IN THE,50.00,59.32,65.65,62.76,65.65,65.87,65.65,55.39,55.41,45.58,56.93,45.87,51.22,44.57,33.93,37.21,37.393
123,JEFFERSON COUNTY,123801,ACADEMY OF BEAUMONT,278.78,254.20,252.39,210.96,162.98,,0.00,,,,,,,,,,
123,JEFFERSON COUNTY,123802,EAGLE ACADEMY OF BEAUMONT,165.37,135.49,,,,,,,,,,,,,,,
123,JEFFERSON COUNTY,123803,TEKOA ACADEMY OF ACCELERATED STUDI,268.05,251.74,269.45,338.57,339.77,359.68,395.17,408.04,379.34,320.93,371.19,408.17,422.15,450.20,354.89,343.33,377.7
123,JEFFERSON COUNTY,123804,RICHARD MILBURN ACADEMY (BEAUMONT),153.67,159.32,160.75,167.86,133.36,104.14,104.14,,,,,,,,,,
123,JEFFERSON COUNTY,123805,EHRHART SCHOOL,198.90,197.28,165.51,165.80,168.15,179.61,179.06,200.30,229.95,245.69,272.05,328.28,336.55,374.33,408.14,412.53,453.053
123,JEFFERSON COUNTY,123806,HARMONY SCIENCE ACAD (BEAUMONT),,,,207.64,320.22,429.78,0.00,,,,,,,,,,
123,JEFFERSON COUNTY,123807,BOB HOPE SCHOOL,,,,,,,195.44,233.88,234.86,240.03,434.08,499.71,778.79,901.41,"1,279.36","1,586.80",2064.07
123,JEFFERSON COUNTY,123905,NEDERLAND ISD,"4,861.37","4,723.19","4,732.85","4,750.12","4,851.35","4,724.58","4,727.00","4,745.66","4,735.06","4,770.31","4,893.43","4,934.51","4,961.68","5,009.38","4,893.19","4,828.62",4783.649
123,JEFFERSON COUNTY,123907,PORT ARTHUR ISD,"9,118.48","8,688.27","8,330.07","8,255.72","8,291.43","8,252.56","7,984.27","8,060.36","8,178.99","8,115.37","8,019.28","7,932.87","7,830.60","7,737.94","7,308.66","6,921.29",6976.25
